experiment,run,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10
agnews_2000_pfeifferinv_random_500,2,0.959,0.95,0.935,0.94,0.955,0.935,0.943,0.945,0.952,0.962,0.964
agnews_2000_pfeifferinv_random_500,3,0.959,0.95,0.955,0.952,0.95,0.94,0.957,0.945,0.959,0.959,0.962
agnews_2000_pfeifferinv_random_500,4,0.971,0.95,0.957,0.957,0.947,0.933,0.952,0.957,0.962,0.962,0.964
agnews_2000_pfeifferinv_random_500,5,0.969,0.952,0.959,0.952,0.957,0.933,0.952,0.947,0.959,0.957,0.957
agnews_2000_pfeifferinv_random_500,6,0.962,0.957,0.947,0.955,0.947,0.938,0.945,0.943,0.95,0.943,0.955
agnews_2000_pfeifferinv_random_500,7,0.967,0.962,0.95,0.955,0.95,0.94,0.95,0.955,0.95,0.947,0.95
agnews_2000_pfeifferinv_random_500,8,0.967,0.955,0.955,0.952,0.95,0.935,0.945,0.95,0.959,0.952,0.957
agnews_2000_pfeifferinv_random_500,9,0.959,0.95,0.95,0.952,0.955,0.943,0.952,0.94,0.957,0.952,0.95
agnews_2000_pfeifferinv_random_500,10,0.969,0.945,0.955,0.955,0.952,0.933,0.938,0.94,0.955,0.952,0.952
agnews_2000_pfeifferinv_random_500,11,0.962,0.959,0.955,0.952,0.962,0.935,0.952,0.947,0.964,0.957,0.959
agnews_2000_pfeifferinv_random_500,12,0.964,0.95,0.962,0.952,0.959,0.933,0.95,0.943,0.957,0.955,0.957
agnews_2000_pfeifferinv_random_500,13,0.959,0.943,0.945,0.943,0.938,0.933,0.943,0.947,0.957,0.947,0.947
agnews_2000_pfeifferinv_random_500,14,0.967,0.947,0.957,0.952,0.947,0.928,0.947,0.952,0.959,0.952,0.955
agnews_2000_pfeifferinv_random_500,15,0.967,0.947,0.945,0.947,0.945,0.933,0.945,0.943,0.952,0.95,0.955
agnews_2000_pfeifferinv_random_500,16,0.969,0.959,0.943,0.947,0.952,0.935,0.947,0.947,0.957,0.945,0.95
agnews_2000_pfeifferinv_uncertainty_10,1,0.962,0.967,0.945,0.95,0.964,0.964,0.962,0.959,0.959,0.586,0.947
agnews_2000_pfeifferinv_uncertainty_10,2,0.959,0.95,0.957,0.962,0.971,0.962,0.962,0.952,0.943,0.955,0.952
agnews_2000_pfeifferinv_uncertainty_10,3,0.959,0.952,0.962,0.969,0.955,0.962,0.962,0.957,0.957,0.943,0.95
agnews_2000_pfeifferinv_uncertainty_10,4,0.971,0.957,0.959,0.964,0.962,0.952,0.957,0.95,0.962,0.959,0.955
agnews_2000_pfeifferinv_uncertainty_10,5,0.969,0.969,0.962,0.959,0.957,0.955,0.955,0.959,0.957,0.904,0.959
agnews_2000_pfeifferinv_uncertainty_10,6,0.962,0.959,0.962,0.955,0.957,0.959,0.95,0.962,0.957,0.742,0.888
agnews_2000_pfeifferinv_uncertainty_10,7,0.967,0.957,0.952,0.959,0.959,0.955,0.957,0.952,0.938,0.947,0.952
agnews_2000_pfeifferinv_uncertainty_10,8,0.967,0.964,0.952,0.964,0.964,0.959,0.964,0.947,0.962,0.581,0.909
agnews_2000_pfeifferinv_uncertainty_10,9,0.959,0.952,0.959,0.957,0.962,0.957,0.955,0.945,0.962,0.947,0.957
agnews_2000_pfeifferinv_uncertainty_10,10,0.969,0.962,0.955,0.947,0.957,0.947,0.952,0.959,0.873,0.955,0.947
agnews_2000_pfeifferinv_uncertainty_10,11,0.962,0.957,0.962,0.959,0.947,0.952,0.579,0.947,0.959,0.959,0.962
agnews_2000_pfeifferinv_uncertainty_10,12,0.964,0.962,0.952,0.959,0.95,0.962,0.931,0.935,0.945,0.962,0.911
agnews_2000_pfeifferinv_uncertainty_10,13,0.959,0.957,0.967,0.969,0.957,0.962,0.873,0.938,0.964,0.947,0.804
agnews_2000_pfeifferinv_uncertainty_10,14,0.967,0.952,0.943,0.957,0.967,0.967,0.964,0.957,0.967,0.51,0.955
agnews_2000_pfeifferinv_uncertainty_10,15,0.967,0.957,0.959,0.957,0.962,0.959,0.955,0.957,0.955,0.959,0.952
agnews_2000_pfeifferinv_uncertainty_10,16,0.969,0.952,0.955,0.964,0.964,0.952,0.959,0.957,0.955,0.902,0.945
agnews_2000_pfeifferinv_uncertainty_100,1,0.962,0.967,0.957,0.952,0.952,0.943,0.955,0.923,0.94,0.962,0.957
agnews_2000_pfeifferinv_uncertainty_100,2,0.959,0.955,0.964,0.964,0.969,0.967,0.964,0.955,0.947,0.95,0.959
agnews_2000_pfeifferinv_uncertainty_100,3,0.959,0.947,0.952,0.962,0.959,0.964,0.957,0.957,0.593,0.95,0.964
agnews_2000_pfeifferinv_uncertainty_100,4,0.971,0.957,0.957,0.955,0.962,0.957,0.959,0.962,0.959,0.612,0.947
agnews_2000_pfeifferinv_uncertainty_100,5,0.969,0.964,0.959,0.955,0.962,0.95,0.964,0.95,0.955,0.959,0.955
agnews_2000_pfeifferinv_uncertainty_100,6,0.962,0.962,0.955,0.959,0.959,0.952,0.959,0.957,0.957,0.842,0.94
agnews_2000_pfeifferinv_uncertainty_100,7,0.967,0.959,0.957,0.945,0.959,0.955,0.955,0.957,0.579,0.967,0.952
agnews_2000_pfeifferinv_uncertainty_100,8,0.967,0.959,0.957,0.959,0.967,0.964,0.95,0.957,0.957,0.512,0.962
agnews_2000_pfeifferinv_uncertainty_100,9,0.959,0.952,0.957,0.964,0.962,0.959,0.959,0.938,0.962,0.964,0.672
agnews_2000_pfeifferinv_uncertainty_100,10,0.969,0.962,0.971,0.967,0.967,0.962,0.955,0.959,0.957,0.852,0.94
agnews_2000_pfeifferinv_uncertainty_100,11,0.962,0.955,0.955,0.962,0.962,0.684,0.955,0.964,0.967,0.94,0.895
agnews_2000_pfeifferinv_uncertainty_100,12,0.964,0.962,0.952,0.962,0.964,0.943,0.962,0.962,0.67,0.957,0.952
agnews_2000_pfeifferinv_uncertainty_100,13,0.959,0.957,0.957,0.959,0.964,0.952,0.952,0.957,0.567,0.957,0.952
agnews_2000_pfeifferinv_uncertainty_100,14,0.967,0.952,0.945,0.957,0.945,0.943,0.955,0.955,0.962,0.95,0.955
agnews_2000_pfeifferinv_uncertainty_100,15,0.967,0.959,0.955,0.957,0.959,0.967,0.892,0.95,0.959,0.967,0.945
agnews_2000_pfeifferinv_uncertainty_100,16,0.969,0.952,0.959,0.959,0.947,0.962,0.902,0.943,0.959,0.959,0.945
agnews_2000_pfeifferinv_uncertainty_50,1,0.962,0.964,0.962,0.957,0.962,0.955,0.95,0.943,0.955,0.957,0.517
agnews_2000_pfeifferinv_uncertainty_50,2,0.959,0.947,0.962,0.962,0.967,0.967,0.935,0.945,0.945,0.967,0.584
agnews_2000_pfeifferinv_uncertainty_50,3,0.959,0.955,0.945,0.959,0.964,0.957,0.797,0.955,0.957,0.955,0.952
agnews_2000_pfeifferinv_uncertainty_50,4,0.971,0.957,0.957,0.957,0.957,0.957,0.959,0.964,0.957,0.964,0.507
agnews_2000_pfeifferinv_uncertainty_50,5,0.969,0.969,0.962,0.962,0.969,0.811,0.957,0.947,0.962,0.959,0.955
agnews_2000_pfeifferinv_uncertainty_50,6,0.962,0.964,0.955,0.957,0.962,0.959,0.957,0.971,0.962,0.962,0.952
agnews_2000_pfeifferinv_uncertainty_50,7,0.967,0.959,0.957,0.947,0.971,0.962,0.971,0.969,0.967,0.959,0.959
agnews_2000_pfeifferinv_uncertainty_50,8,0.967,0.967,0.952,0.962,0.959,0.959,0.959,0.945,0.935,0.967,0.955
agnews_2000_pfeifferinv_uncertainty_50,9,0.959,0.952,0.955,0.959,0.957,0.959,0.957,0.945,0.955,0.799,0.919
agnews_2000_pfeifferinv_uncertainty_50,10,0.969,0.962,0.952,0.962,0.952,0.959,0.967,0.957,0.955,0.935,0.952
agnews_2000_pfeifferinv_uncertainty_50,11,0.962,0.955,0.952,0.95,0.95,0.945,0.943,0.962,0.957,0.596,0.957
agnews_2000_pfeifferinv_uncertainty_50,12,0.964,0.962,0.95,0.964,0.959,0.952,0.95,0.959,0.957,0.95,0.962
agnews_2000_pfeifferinv_uncertainty_50,13,0.959,0.947,0.955,0.952,0.959,0.962,0.94,0.957,0.957,0.885,0.945
agnews_2000_pfeifferinv_uncertainty_50,14,0.967,0.952,0.952,0.957,0.964,0.962,0.952,0.952,0.955,0.933,0.957
agnews_2000_pfeifferinv_uncertainty_50,15,0.967,0.952,0.952,0.952,0.957,0.943,0.782,0.943,0.952,0.957,0.9
agnews_2000_pfeifferinv_uncertainty_50,16,0.969,0.955,0.952,0.959,0.964,0.967,0.94,0.959,0.957,0.957,0.959
agnews_2000_pfeifferinv_uncertainty_500,1,0.962,0.967,0.95,0.95,0.964,0.957,0.593,0.967,0.955,0.926,0.957
agnews_2000_pfeifferinv_uncertainty_500,2,0.959,0.947,0.971,0.969,0.967,0.964,0.959,0.947,0.964,0.821,0.952
agnews_2000_pfeifferinv_uncertainty_500,3,0.959,0.95,0.955,0.962,0.964,0.957,0.967,0.957,0.952,0.969,0.95
agnews_2000_pfeifferinv_uncertainty_500,4,0.971,0.955,0.962,0.955,0.955,0.959,0.964,0.952,0.562,0.964,0.957
agnews_2000_pfeifferinv_uncertainty_500,5,0.969,0.962,0.957,0.957,0.969,0.957,0.876,0.967,0.962,0.935,0.952
agnews_2000_pfeifferinv_uncertainty_500,6,0.962,0.957,0.959,0.964,0.969,0.964,0.967,0.967,0.964,0.931,0.959
agnews_2000_pfeifferinv_uncertainty_500,7,0.967,0.957,0.945,0.955,0.964,0.952,0.955,0.952,0.955,0.928,0.947
agnews_2000_pfeifferinv_uncertainty_500,8,0.967,0.967,0.959,0.957,0.938,0.945,0.959,0.959,0.957,0.895,0.947
agnews_2000_pfeifferinv_uncertainty_500,9,0.959,0.955,0.962,0.962,0.955,0.957,0.952,0.964,0.969,0.928,0.959
agnews_2000_pfeifferinv_uncertainty_500,10,0.969,0.962,0.962,0.957,0.959,0.962,0.928,0.957,0.957,0.656,0.959
agnews_2000_pfeifferinv_uncertainty_500,11,0.962,0.962,0.95,0.959,0.974,0.957,0.955,0.95,0.959,0.947,0.952
agnews_2000_pfeifferinv_uncertainty_500,12,0.964,0.959,0.955,0.955,0.955,0.95,0.962,0.955,0.9,0.957,0.959
agnews_2000_pfeifferinv_uncertainty_500,13,0.959,0.95,0.952,0.957,0.959,0.962,0.935,0.955,0.945,0.931,0.957
agnews_2000_pfeifferinv_uncertainty_500,14,0.967,0.945,0.947,0.957,0.964,0.964,0.957,0.959,0.962,0.955,0.964
agnews_2000_pfeifferinv_uncertainty_500,15,0.967,0.962,0.959,0.95,0.957,0.964,0.923,0.959,0.957,0.641,0.964
agnews_2000_pfeifferinv_uncertainty_500,16,0.969,0.952,0.957,0.959,0.955,0.952,0.935,0.959,0.957,0.957,0.938
