text,label,document,year,annotator
"In dem Votum hieß es, die Projekte verliefen sehr zielgerichtet, anwendungsorientiert und effektiv.",0,27629,2000,15
"Ein solches System könnte wie folgt funktionieren: Jedes Mal, wenn ein Nutzer Internet-Inhalte „liked”, könnte er auch zustimmen, eine kleine Menge der ungenutzten Rechenleistung seines PCs zu spenden.",0,631033,2015,15
Im Anschluss präsentieren die Aussteller ihre Produkte und Projekte im Rahmen eines Standrundgangs.,0,580907,2014,15
Dabei wurde die sich an den Grenzflächen zwischen zwei Kristallkörnern sammelnde elektrische Ladung als Hauptursache für den reduzierten Stromtransport identifiziert.,0,376818,2010,15
"Als Kontrast und Ergänzung zu anderen Untersuchungen, die sich vorwiegend auf die Strategien weniger ""Global Player"" und Fragen von Technologie und Infrastruktur konzentrieren, analysiert die Studie konkrete Nutzungsmöglichkeiten und -szenarien mobiler Multimediadienste, etwa für Finanzdienstleistungen, Shopping, Unterhaltung, Information, Gesundheit und Wellness, Arbeit und Sicherheitsdienstleistungen.",0,42739,2001,15
Dort liegt das Arbeitsvolumen pro Person im erwerbsfähigen Alter wegen der längeren Arbeitszeiten und der höheren Erwerbsquote von Frauen um mehr als ein Drittel höher als in Deutschland - aber das bei etwa gleichem Bruttosozialprodukt pro Kopf der Bevölkerung.,0,46644,2002,15
"Die vom AMU der Universität Augsburg besorgte Präsentation solcher Ergebnisse auf der diesjährigen Hannover Messe richtete sich vor allem an Unternehmen, die kaum anderweitige Möglichkeit haben, um Zugang zur innovativen Schlüsseltechnologie der Faserverbundwerkstoffe zu finden.",0,634631,2015,15
"Im Bochumer Wundkammersystem, der sog.",0,79892,2004,15
"Die gemeinsame Frage für alle diese Politikfelder lautet, inwieweit Europa einen „Mehrwert“ schaffen und die gleiche Leistung für weniger Geld anbieten kann, als dies bislang die Nationalstaaten tun.",0,543085,2013,15
Auch das Beizen von Saatgut gegen Pilzbefall und das Sterilisieren von Lebensmitteln sowie die Aufbereitung von Abgasen aus Kohlekraftwerken mit energiereichen Elektronen wird heute bereits weltweit industriell durchgeführt.,0,160381,2006,15
"Gefragt nach der künftigen wirtschaftlichen Entwicklung Deutschlands, sind erstmals mehr als die Hälfte (53 Prozent) der Deutschen zuversichtlich oder sehr zuversichtlich.",0,592837,2014,15
"Die Deutsche Forschungsgemeinschaft (DFG) fördert hier seit Anfang 2010 eine Klinische Forschergruppe unter der Leitung von Prof. Dr. Gereon Fink, Direktor der Klinik für Neurologie, und Prof. Dr. Lars Timmermann, Leiter des Schwerpunktes Bewegungsstörungen an der Neurologischen Klinik.",0,539055,2013,15
Weitere Ergebnisse der grenzüberschreitenden Zusammenarbeit sind: Zwei Modelle zur monetären Bewertung von Maßnahmen in Qualitätsprogrammen und Unterstützung strategischer Entscheidungsebene auf der Planungsebene; ein Leitfaden für Verantwortliche an Schlachthöfen zur stufenweisen Umstellung auf eine risikoorientierte Fleischuntersuchung.,0,138217,2005,15
"»Deshalb werden zum Beispiel im Rahmen des THESEUS-Forschungsprogramms genau solche Standards, etwa die Unified Service Description Language (USDL), erarbeitet.« Die Studie »Geschäftsmodelle im Internet der Dienste – Trends und Entwicklungen auf dem deutschen IT-Markt« umfasst neben Trendaussagen zu deutschen Angeboten im Internet der Dienste detaillierte Auswertungen zur Realisierung von SaaS-Angeboten.",0,392319,2010,15
"Etwa Aktivitäten, die der Kunde durchführt, Aktivitäten, die vom Anbieter in einem für den Kunden sichtbaren Bereich bzw. in einem unsichtbaren Sektor durchgeführt werden.",0,21728,2000,15
"Als mögliche Erklärung für diese ausgeprägte Korrelation zwischen den Innovations- und Normungsaktivitäten der Unternehmen nennt Professor Blind die Normung als attraktive Plattform, offen für alle interessierten Kreise: „In der Normung treffen sich die innovativen Unternehmen und suchen gemeinsame Lösungsansätze“.",0,556064,2013,15
Die vielfältigen Funktionen von Maschinen und Elektronik können somit anschaulich vermittelt werden und die Teilnehmer können das richtige Vorgehen im Ernstfall präzise einüben und beliebig oft wiederholen.,0,33591,2001,15
In der Umsetzung zeigt sich derzeit ein Schwerpunkt rund um den Komplex Vereinbarkeit von Beruf und Familie sowie Kinderbetreuung.,0,302997,2009,15
Zu diesem Ergebnis kommt das Bundesinstitut für Berufsbildung (BIBB) nach Auswertung seiner vom Bundesministerium für Bildung und Forschung finanziell unterstützten repräsentativen Befragung bei rund 1 500 Weiterbildungsanbietern zum Stand der Qualitätsentwicklung in der Weiterbildung.,0,56332,2002,15
"Ihr Erfolgsrezept ist, in engem Austausch mit der Wirtschaft innovative Ideen in neuartige Produkte umzusetzen.",0,322484,2009,15
"Zahlreiche Neuronen seien entstanden, um Zielgenauigkeit und Wurfstärke den jeweiligen Entfernungen der Ziele anpassen zu können.",0,602027,2014,15
"Die Forscher hingegen argumentieren, dass bei einer zu starken Ausrichtung an der Vorstellung des ‚Ausbrechens’ der Blick dafür verloren geht, was Kreativität wirklich ausmacht.",0,556681,2013,15
Mit dem neuen Jahr 2010 konnten viele Bankkunden am Automaten kein Geld abheben.,0,363416,2010,15
Nach dem erfolgreichen Abschluss der planerischen Arbeit können die beiden Landkreise Ostallgäu und Oberallgäu jetzt mit der Umsetzung beginnen.,0,508530,2012,15
"Das gemeinsame Projekt macht es sich zur Aufgabe, das Bewusstsein für den Sachverhalt der sexuellen Gewalt zu schärfen, die realen Zahlen zu ermitteln und uneingeschränkt opferorientierte Aufklärungsarbeit zu leisten.",0,21364,2000,15
"Zahlreiche Studien konnten belegen, dass die Tiefe Hirnstimulation die Lebensqualität von Patienten mit Morbus Parkinson deutlich und anhaltend verbessert im Vergleich zur Fortsetzung der Therapie mit Medikamenten.",0,539055,2013,15
"In: WSI Mitteilungen 7/2009, Schwerpunktheft: ""Zukunft der Sozialversicherung - Sozialversicherung der Zukunft"".",0,326174,2009,15
"–Die Gesetzespläne der Bundesregierung– Bosch und Weinkopf werten es positiv, dass die Einführung des gesetzlichen Mindestlohns nach den Plänen der Bundesregierung in ein Maßnahmebündel zur Stärkung der Tarifautonomie eingebettet ist.",0,592767,2014,14
"Kreativität findet nicht in einem sozialen oder kulturellen Vakuum statt, so Professor Haslam.",3,556681,2013,14
"Diese neuen Anforderungen sind so weitreichend und vielschichtig, dass die VDI-Studie empfiehlt, neue Förderinstrumente zu schaffen, die sowohl in grundlagen- wie auch in anwendungsorientierten Projekten die Innovationen in diesem Feld beschleunigen können.",1,584033,2014,14
"Da die Ergebnisse der Kienbaum-Studie Grundlage für den Umfang der bis 2006 zugesagten Förderung durch den Bund sind, erbringt das gute Abschneiden Niedersachsens den Hochschulen des Landes bis Ende 2006 weitere Sonderzuweisungen.",0,73437,2003,14
"Etwas mehr als 300 000 Menschen arbeiten hier: Das sind fast 31 % aller Arbeitsplätze im Dienstleistungssektor, sogar mehr als im Bereich Handel, Finanzen und Immobilien und ""nur noch"" 47 000 Beschäftigte weniger als in Bergbau und Verarbeitendem Gewerbe.",3,57966,2003,14
"So werden von der kommunalen Wirtschaftsförderung in erster Linie die Ansiedlung von Gewerbe, eine adäquate Außendarstellung der Region Torgau und Informationen über Fördermöglichkeiten für Unternehmen erwartet.",0,15100,1999,14
Außerdem bereiten Forscher des Jefferson Labs in den USA Messungen des Neutronenradius von Kalzium-48 vor.,0,640713,2015,14
Aus diesem Grund startete 2006 das internationale Projekt »MARS – International Monitoring of Acitivities and Research in Services«.,0,585564,2014,14
Die Leistungserwartungen an die Verkaufskräfte steigen weiter.,1,58823,2003,14
Damit konnten eine deutliche Verbesserung der klinischen Ergebnisse und eine Kostensenkung erreicht werden.,1,606206,2014,14
"Die sogenannte ""Dienstleistungslücke"" ist also wesentlich geringer als oft vermutet.",0,46644,2002,14
"Im Wald sind es die starken Rückepferderassen, die erfolgreich im Rahmen einer naturverträglichen Waldwirtschaft eingesetzt werden können.",0,227776,2007,14
"Die Haut ist nicht nur der bekannte „Spiegel der Seele”, sie kann auch zum Spiegel für Krankheits- und Heilungsprozesse werden.",0,441462,2011,14
Die Zusammenarbeit zwischen der HNO-Klinik und dem ZIBMT schafft dafür die Voraussetzungen.,0,60163,2003,14
Auch muss aus früheren Fehlern bei der Markteinführung neuer Telekommunikationsdienste gelernt werden: Oft führten verfrühte oder überhöhte Versprechungen der Hersteller zu enttäuschten Erwartungen bei den Kunden.,1,42739,2001,14
"Auf Basis dieser Ergebnisse wurde eine Roadmap zur Kundenakzeptanz entwickelt, die sich an Politik, Industrie und Kommunen richtet.",0,460670,2012,14
"Da sich die Authentifizierung immer nur auf das eine Bildschirmelement beziehe, das der Benutzer gerade berühre, werde das Risiko eines unbefugten Zugriffs ausgeschlossen.",0,566055,2013,14
Die Methode stellt so eine Grundlage für signifikante volkswirtschaftliche Kosteneinsparungen dar.,1,51804,2002,14
Verhandlungen über die konkrete Ausgestaltung der Mitbestimmung müssen mit einem speziell dafür zu bildenden Besonderen Verhandlungsgremium der Arbeitnehmerseite geführt werden.,0,138871,2005,14
"Die Fallzahlen für die Nutzung beider Instrumente sind so gering, dass ihre Wirkung auf die Beschäftigungschancen Älterer nicht nachweisbar ist.",3,145591,2006,14
"Danach liegt lediglich bei einer Minderheit der erwachsenen Studienteilnehmer/innen (28,4% der Männer und 35,4% der Frauen) kein Risikofaktor vor.",0,505102,2012,14
"Das Förderprogramm Das Bundesministerium für Umwelt, Naturschutz und Reaktorsicherheit (BMU) hat im Rahmen der nationalen Klimaschutzinitiative das Programm „Förderung von Forschung und Entwicklung zur klimaeffizienten Optimierung der energetischen Biomassenutzung“ aufgelegt.",0,439475,2011,14
- Die Lieferantensuche und -entwicklung im Zielland ist für Automobilzulieferer zumeist deutlich langwieriger als gedacht.,0,221444,2007,14
Die ebenfalls projektbeteiligte Firma Bauer Maschinen aus Schrobenhausen steuerte eine Simulation der parallelisierten Steuerung einer Großbohrmaschine bei.,0,401466,2010,14
"Weiteres zu diesem Thema wurde vom Fraunhofer IAO in der neuen Ausgabe (4/2002) der Fachzeitschrift ""wissensmanagement - Das Magazin für Führungskräfte"" veröffentlicht.",0,50684,2002,14
"Die aktuellen Ergebnisse der Allianz Zuversichtsstudie sowie Trends, die sich daraus ablesen lassen, werden der Öffentlichkeit in der Regel vierteljährlich vorgestellt.",0,539689,2013,14
"Strategien und Instrumente zur Umsetzung des Leitbildes nachhaltiger Entwicklung Neuerscheinung des Band 3 der Darmstädter interdisziplinären Beiträge Unter dem Titel ""Wege zur Zukunftsbeständigkeit - Strategien und Instrumente zur Umsetzung des Leitbildes nachhaltiger Entwicklung"" ist jüngst der 3.",0,29413,2001,14
Konkret: Rund jeder Vierte schätzt die augenblickliche Situation der Bundesrepublik positiv ein.,3,251843,2008,14
"Bezüglich der Idee einer nachgelagerten, indikatorgestützten Exzellenzprämie nur für die zehn besten Universitäten zeigt sich die Deutsche Hochschulmedizin skeptisch.",3,645504,2016,14
"Kreislaufwirtschaft funktioniert für den Wissenschaftler immer dann besonders gut, wenn möglichst weit oben auf der Veredelungsskala wieder verwertet werden kann.",3,24604,2000,14
"Zudem gebe es die Möglichkeit, durch allgemeinverbindliche Tarifverträge bis Ende 2016 das Lohnniveau schrittweise anzupassen.",0,592767,2014,14
"Auch dieses Marktsegment beginnt sich, motiviert durch die wachsende Verunsicherung der Arbeitnehmer in Sachen gesetzliche Rentenversicherung, zu differenzieren.",3,16052,1999,14
"Um herauszufinden, ob diese rückblickende Fehleinschätzung tatsächlich auch eine Erklärung für den stetig wiederkehrenden Erfolg von Kunstfälschern ist, legten die drei Heidelberger Wissenschaftler rund 150 angehenden und ausgebildeten Kunsthistorikerinnen und Kunsthistorikern eine Reihe von Fälschungen und Originalen vor.",3,636056,2015,14
CREB reagiert im Zellkern mit einer Kontrollregion der DNS.,0,208186,2007,14
"Den Erfolg der Patent- und Verwertungsagentur Provendis seit ihrem Start im Jahr 2002 belegen nachfolgende Zahlen: 500 Erfindungen wurden angezeigt und auf Marktreife geprüft, 110 als wirtschaftlich hoch interessant bewertet, und 60 werden derzeit aktiv verwertet.",0,81087,2004,14
"Die Materie sei zu komplex, außerdem ließe sich die ferne Zukunft ohnehin kaum planen – dafür sei das Leben schlicht zu wechselhaft.",1,608014,2014,14
In der renommierten Fachzeitschrift „Operations Research“ stellen die beiden Wissenschaftler ihre Ergebnisse vor.,0,637479,2015,14
Das zeigt ein neues Gutachten des Oldenburger Rechtswissenschaftlers Prof. Dr. Thomas Blanke im Auftrag der Hans-Böckler-Stiftung.,0,138871,2005,14
Datenschutz-Folgeabschätzungen helfen Aufsichtsbehörden bei Wahrnehmung ihrer Aufgaben Neben den Technologieanbietern und Nutzern sind die Datenschutz-Folgeabschätzungen vor allem für Aufsichtsbehörden hilfreich: Die Durchführung standardisierter Folgenabschätzungen würde etwa eine bessere Wahrnehmung ihrer Aufsichtspflicht ermöglichen und Schwächen beim Datenschutz oder Rechtsverstöße schneller aufdecken helfen.,3,648014,2016,14
"Denn die Lohnangebote potenziell einstellungswilliger Betriebe liegen häufig niedriger als das Einkommen, das ein älterer Arbeitnehmer nach langer Betriebszugehörigkeit erhalten hat.",3,145591,2006,14
"„Mit gut gemachten Kampagnen dürften sich etliche Bürger mobilisieren oder in die eine oder die andere Richtung umstimmen lassen“, folgert daraus der Politikwissenschaftler.",1,373678,2010,14
Das zeigen aktuelle Untersuchungen aus dem Institut Arbeit und Technik zur Einführung eines gesetzlichen Mindestlohns in Deutschland.,0,183737,2006,14
"Die Mehrheit der Menschen ist zuversichtlich für die eigene Zukunft Am kräftigsten ist der Zuwachs – analog zur Zuversicht hinsichtlich der Wirtschaftslage Deutschlands –, wenn es um die Sicherheit des eigenen Arbeitsplatzes geht.",1,375703,2010,14
"""Die Deutschen vertrauen weit mehr auf ihr familiäres Umfeld als auf staatliche Sicherungssysteme wie die gesetzliche Kranken- oder Pflegeversicherung"", sagt Dr. Ulrich Rumm, Vorstandsmitglied der Allianz Deutschland AG.",1,280861,2008,14
"Der von diesem Verbund eingeschlagene und dreieinhalb Jahre lang konsequent gegangene Weg in Richtung neuer Anwendungen von ""CFK/Metall-Mischbauweisen im Maschinen- und Anlagenbau"" sei zukunftsweisend für die Faserverbundtechnologie.",1,634631,2015,14
"Diese vielfachen Interaktionen zwischen Arten untereinander und ihrem Lebensraum, die biotischen Faktoren, lassen sich ungleich schwerer in Modellierungen darstellen als die abiotischen.",0,516925,2013,14
Dabei haben die mit ArchiSig aufbewahrten Dokumente durchweg ihre Beweistauglichkeit erwiesen.,0,141418,2005,14
Die laufenden Aufwendungen - zu denen vor allem die Aufwendungen für Forschung und Entwicklung zählen - blieben dagegen konstant.,3,148680,2006,14
"Wie Tschirren zeigen kann, nimmt die mütterliche Investition pro Ei innerhalb der Legesequenz stetig ab.",3,443194,2011,14
"„Der letzte Castor-Transport, mehr Geld für Bildung und Qualifizierung im Staatshaushalt und in der Wirtschaft sowie Überschüsse bei den Krankenkassen und sinkende Kassenbeiträge hellen die Stimmung in den einzelnen Bereichen auf“, erklärt Prof. Dr. Frank Brettschneider von der Universität Hohenheim, der die Zuversichtsstudie wissenschaftlich begleitet.",3,456995,2011,14
"„Es wäre sehr riskant, sich bei der Bestäubung von Nutzpflanzen alleine auf die vom Menschen gemanagten Honigbienen zu verlassen, deren Anzahl durch Parasiten und Pestizide in jüngerer Zeit stark beeinträchtigt wurde.",1,521372,2013,14
Gut gesicherte Erkenntnisse zum menschlichen Urteilen und Entscheiden aus der Psychologie können somit auch in anderen Fächern getestet werden und zum Verständnis eines Phänomens wie dem der Geschichte der Kunstfälschung beitragen.,3,636056,2015,14
"Koordiniert wird der Bericht von einer Geschäftsstelle, die das Fraunhofer ISI an der TU Berlin betreibt.",0,217916,2007,14
Denn das Wachstum sozialer und persönlicher Dienstleistungen - wie in anderen europäischen Ländern hauptsächlich Frauenarbeit - wird in Deutschland durch die vergleichsweise geringe Frauenerwerbstätigkeit begrenzt.,0,46644,2002,14
"Der Benutzer hat auch die Möglichkeit, sich bestimmte Einrichtungen, immer ausgehend von seiner derzeitigen räumlichen Position, in der Karte anzeigen zu lassen.",0,37563,2001,14
"Die Generaldirektorin des niederländischen Landwirtschaftsministeriums, Renée Bergkamp, und der nordrhein-westfälische Landwirtschaftsminister Eckhard Uhlenberg eröffneten die öffentliche Abschlussveranstaltung.",0,138217,2005,14
Im Anschluss nahmen die Wissenschaftler die Trainingsprotokolle unter die Lupe und prüften die Auswirkung des jeweiligen Trainingsprogramms auf die Körperzusammensetzung – also Muskelmasse und -dichte und Körperfettanteil – ebenso wie auf die Muskelkraft und das Herz-Kreislauf-Risiko.,0,585542,2014,14
"Die Studie kommt zum Ergebnis, dass insbesondere der Fruchtfolgeverarmung und der zunehmenden Nivellierung der standörtlichen Bedingungen sowohl auf den Wirtschaftsflächen als auch den Begleitbiotopen (Raine, Säume, Hecken etc.) begegnet werden muss.",1,42737,2001,14
Unter den Folgen leiden die Opfer ein Leben lang.,1,21364,2000,14
Das Forschungsspektrum reicht von naturwissenschaftlicher Grundlagenforschung bis zur ingenieurmäßigen Anwendung in Hard- und Softwaresystemen.,0,16305,1999,14
So können wir uns gegen viele Infektionen impfen lassen.,0,184764,2006,14
"Hier ist die ""ordentliche Kündigung"" nach einer sehr langen Betriebszugehörigkeit entweder gar nicht oder nur mit deutlich längeren Fristen möglich.",3,60682,2003,14
"Die Wissenschaftler beschreiben sie als Teile eines schwer zu lösenden Zielkonflikts ""zwischen möglichst barrierefreiem Krankenversicherungsschutz und dem Schutz der Versichertengemeinschaft vor Missbrauch"".",1,291121,2008,14
Durch den Wettbewerb erhalten Hochschulerfindungen mit großem Vermarktungspotential eine besondere Unterstützung bei der Verwertung ihrer Erfindung.,1,81087,2004,14
"Die wichtigsten Ergebnisse: •	Die Hauptursache für Deutschlands wirtschaftlichen Erfolg is die besondere Struktur der industriellen Beziehungen, geprägt durch die Tarifautonomie, in der Verdienste und Arbeitsbedingungen nicht zentral rechtlich geregelt sind, sondern vielmehr durch Verträge und Vereinbarungen zwischen Arbeitgeberverbänden und Gewerkschaften, bzw. zwischen Unternehmensleitungen und Betriebsräten, festgelegt werden.",3,571692,2014,14
Über die Bertelsmann Stiftung: Die Bertelsmann Stiftung versteht sich als Förderin des Wandels für eine zukunftsfähige Gesellschaft.,0,166489,2006,14
"Die erste Hürde ist die Ermittlung ""Ökonomischer Folgen sexueller Gewalt"", für die die Forscher mit einer Fragebogenaktion Betroffene zur Mithilfe aufrufen.",0,21364,2000,14
"Der Fokus lag dabei auf der Frage, welche Faktoren für eine besonders erfolgreiche Verbreitung und Verwertung solcher Projekte ausschlaggebend sind.",1,438668,2011,14
"Er arbeitet wie ein »Hochleistungssportler«, der seine Ergebnisse durch ständiges Training verbessert.",1,27629,2000,14
"Seine wegweisenden Forschungsarbeiten zur Entwicklung der Stammzellen des Immunsystems und zur Charakterisierung einzelner Immunzellen legten den Grundstein für die Entwicklung von neuartigen und umfassenden Immuntherapien u.a. bei Allergien, chronischen Entzündungen, Tumorerkrankungen und Autoimmunerkrankungen.",2,184764,2006,14
"„So haben sich etwa die Arbeitsweise bei der Deutschen Bank, ThyssenKrupp oder Telekom in den vergangenen Jahren deutlich verbessert.",1,643021,2015,14
"Dieser betrifft jedoch nicht die Innovationswirkungen, sondern die internationalen Verteilungswirkungen des EEG.",3,575663,2014,14
"Mit dem Kalifat richte sich ISIS damit nicht nur an Gläubige in der Region, sondern erhebe Anspruch auf die weltweite Führung aller Muslime, so der Professor für Islamische Geschichte.",1,594334,2014,14
"Brennstoff ist ein dünnes ionisiertes Gas - ein ""Plasma"" - aus den beiden Wasserstoffsorten Deuterium und Tritium.",0,145375,2006,14
"Die Bayerische Staatsregierung schätzt ihre Innovationskraft, von der die Unternehmer im Freistaat in zahllosen Fällen profitiert haben.""",1,322484,2009,14
Die Versuchspersonen sollten beide Motive nach vorgegebenen Kategorien beurteilen.,0,636586,2015,14
Die Eigenschaften dieses Supraleiters werden von der Anzahl der sich an der Grenzschicht befindenden Elektronen bestimmt.,0,292489,2008,14
"""An die Orte der Transplantation wandern nicht nur positive Faktoren wie das Interleukin-10 und docken dort an die Zellen an, sondern auch negative, die beispielsweise Entzündungen auslösen"", erklärt Prof. Huster.",0,646560,2016,14
"Auf der Grundlage neuester Forschungsergebnisse wurden daher vier verschiedene Entwürfe für ein Fusionskraftwerk untersucht: Alle vier Modelle besitzen eine elektrische Leistung von etwa 1500 Megawatt und sind wie ITER vom Bautyp ""Tokamak"".",0,145375,2006,14
"Tropische Landschaften sind häufig nicht mehr von Regenwald bedeckt, sondern bilden ein Mosaik verschiedener Landnutzungsformen.",0,121504,2005,14
Die Technische Universität München steht dabei als Institution in Forschung und Lehre im Dienste der Gesellschaft.,0,226065,2007,14
Diese ist neben dem ebenfalls berechneten Gang der hochgenauen Atomuhren an Bord eine wesentliche Größe für die gesamte Leistungsfähigkeit des Systems und der Satelliten.,1,457578,2011,14
Neuer Zugang zum brisanten Thema Die Brisanz des Themas regte die Sozialwissenschaftler zu ihrer Suche nach neuen Herangehensweisen an - aus der Kunst kam schließlich der entscheidende Impuls zu einer ungewöhnlichen Zusammenarbeit.,3,21364,2000,14
Nur drei erfüllten beide Anforderungen gleichermaßen.,0,147560,2006,14
"Auch jeder dritte Österreicher (33%) schaut über die nächsten 12 Monate hinweg ""eher zuversichtlich bis sehr zuversichtlich"" auf die Entwicklung der Alpenrepublik.",3,263257,2008,14
"Obwohl mobile Endgeräte bei Studierenden weit verbreitet sind, werden diese, wie eine im Sommersemester 2014 bei 554 Bachelor-Studierenden am Campus Alt-Saarbrücken der htw saar durchgeführte Befragung ergab, bislang leider selten für den gezielten Wortschatzerwerb genutzt.",3,638655,2015,14
"Auf diese Weise werde in rasender Geschwindigkeit jeder über die Neuigkeit informiert, so Friedrich.",2,478424,2012,14
"Bonn, 14. Dezember 2001: Große Teile der ostdeutschen Agrarlandschaft weisen im Vergleich zu Westdeutschland immer noch eine relativ hohe Biotop- und Artenvielfalt auf.",1,42737,2001,14
"„Angesichts der Entwicklungen auf den internationalen Finanzmärkten gilt jetzt erst recht: Wir müssen in Forschung und Entwicklung investieren, um den Wirtschaftsstandort Deutschland zu sichern – und damit auch den zukünftigen Wohlstand unserer Gesellschaft“, sagte Schavan.",0,370249,2010,14
"Dabei ist es möglich, eine Bemessungsgrundlage zu bestimmen, d.h. Sicherheitsfaktoren und Lastkombinationen, so dass die Bauwerke eine optimale Sicherheit erfüllen - im Prinzip unabhängig von der Materialwahl und für alle wesentlichen Lastkombinationen Der ""Probabilistic Model Code"" ist online unter www.jcss.ethz.ch publiziert.",0,51804,2002,14
"(->Halle 2, Stand A54 – Research & Technology) Neben herausragenden wissenschaftlichen Projekten mit hohem Innovationspotenzial bieten die drei Gemeinschaftsstände der Bayern Innovativ in den Hallen Research&Technology, Energy und MobiliTec Einblicke in richtungweisende Innovationen von insgesamt 46 bayerischen Unternehmen und wissenschaftlichen Institutionen und vermitteln einen Überblick über die Netzwerke, Cluster und Drehscheiben des bayerischen Innovations- und Wissenstransfers.",2,580907,2014,14
"Die Basler Forscher haben nun dieses Modell auf das Zusammenspiel zwischen produzierenden und konsumierenden Mitgliedern einer Krebszellenpopulation angewandt, um zu untersuchen, ob es auch in biologischen Prozessen wie der Krebsentstehung eine Rolle spielen könnte.",0,622360,2015,14
Dennoch verzeichnen die beiden staatlichen Versorgungssysteme mit 22 bzw. 16 Prozent nach wie vor die niedrigsten Werte bei der gesellschaftlichen Zuversicht in Deutschland.,0,485454,2012,14
Entsprechende Trainingsprogramme werden inzwischen erfolgreich eingesetzt.,1,63072,2003,14
"Die Promotion hatte er, nach seinem Psychologiestudium an der Freien Universität Berlin, an der Universität Leipzig begonnen.",0,525101,2013,14
"Die sind klar: Eine SE kommt nur zu Stande, wenn die Mitbestimmungsfrage geklärt ist.",0,138871,2005,14
"Ein spezielles Symposium ""Biotechnology for Immune Therapy"" im Rahmen der Konferenz wird jungen Unternehmen aus der Region, Merix Germany GmbH, OncoMab GmbH, Responsif GmbH, TeGenero AG und TheraImmune GmbH die Möglichkeit bieten, den Konferenzteilnehmern ihre immuntherapeutischen Entwicklungen zu präsentieren.",0,76412,2004,14
"Dem Membranprotein Neurexin fällt dabei eine wichtige Rolle bei der Entstehung von Synapsen zu, indem es mit Bindungspartnern zu Nachbarneuronen Kontakt aufnimmt und so die Verbindung zwischen zwei Neuronen herstellt.",0,457640,2011,14
Der Nachteil dabei: die externen Impulse kommen erst bei der Detaillierung des Produktkonzepts.,0,412572,2011,14
"Und wenn ja, kann der (Teil-) Nutzen eines Gesetzes vor der Gesetzesentstehung im Hinblick auf Nachhaltigkeit beurteilt werden?",3,569759,2014,14
"„In der Psychologie wird das ‚Ich habe es doch schon immer gewusst‘-Gefühl bereits seit den 1970er Jahren unter dem Namen ‚hindsight bias‘ oder auch ‚Rückschaufehler‘ intensiv erforscht“, erklärt der Diplom-Psychologe Max Vetter, der die Untersuchung zusammen mit der angehenden Kunsthistorikerin Lena Marschall durchführte.",1,636056,2015,14
Im Wissenschaftsmagazin Science wurde im vergangenen Jahr eine ähnliche Eigenschaft bei Neutronensternen festgestellt.,0,582388,2014,14
"ANNarchy hebt sich gegenüber vergleichbaren Simulations-Projekten dadurch ab, dass er auf unterschiedlichen, herkömmlichen Hardwarestrukturen eingesetzt werden kann.",1,641187,2015,14
Die ermittelten Beschäftigungseffekte gelten in ihrer Relation über verschiedene Betriebsgrößen und Branchen.,0,82470,2004,14
Die von Prof. Kopf und Mitarbeitern sowie Studierenden des Volkswirtschaftlichen Instituts erstellte Studie hat unter anderem folgende Ergebnisse gebracht: Wertschöpfungsanteile gestiegen Der Anteil der Dienstleistungen an der gesamten Bruttowertschöpfung in Mainfranken hat sich von 60 Prozent in 1991 auf 64 Prozent im Jahr 1998 erhöht und lag im gesamten Beobachtungszeitraum deutlich über dem entsprechenden Anteil für den Regierungsbezirk Unterfranken.,1,49485,2002,14
"Das Konzept des SFB ist vielversprechend, weil erste Erfolge gerade auch in der Melanomtherapie belegen, dass dieses Behandlungskonzept dazu beitragen kann, bislang nicht heilbare Krebserkrankungen in Zukunft erfolgreich zu therapieren“, unterstreicht der Wissenschaftliche Vorstand der Universitätsmedizin Mainz, Univ.-Prof. Dr. Förstermann.",2,535317,2013,14
Alle Zellen eines Organismus enthalten dieselben Gene – trotzdem läuft etwa in Muskelzellen ein völlig anderes genetisches Programm ab als in Nervenzellen.,0,645149,2016,14
"Die europapolitische Ambition des Bundestages hat sich in den vergangenen Jahren nicht im notwendigen oder möglichen Umfang entfaltet.“ Das Rechtsgutachten der Universität Berlin ist Teil eines umfangreichen Projektes der Bertelsmann Stiftung, das die Rolle und Handlungsoptionen nationaler Parlamente innerhalb der Europäischen Union am Beispiel des Bundestages untersucht.",0,495203,2012,14
"Für alle Interessierten stehen ab sofort die Ergebnisse der Zusammenarbeit in niederländisch und deutsch im Internet zur Verfügung: Unter www.giqs.org/wissen erhält man umfangreiche Informationen zu neuen Anforderungen von Gesetzen, Normen und Standards, sowie zum Praxiseinsatz der Werkzeuge.",0,138217,2005,14
Damit war der Finanzfachmarkt das besucherstärkste Fachforum der Bank- und Finanzwirtschaft in Europa.,1,147008,2006,14
"Sie bli­cken auch skeptischer in die Zukunft: 65 Prozent der GKV-Mitglieder befürchten, dass sie im Alter nicht ausreichend medizinisch versorgt sein werden; 81 Prozent rechnen damit, dass Wartezeiten auf bestimmte Therapien oder Operationen zunehmen, und fast 90 Prozent ver­muten, dass ihre Krankenkasse künftig nicht mehr alle für sie wichtigen Leistungen über­nimmt.",1,140777,2005,14
"Als klug erweist sich die Fokussierung auf einige wenige, aber strategisch wichtige externe Impulsquellen.",1,603294,2014,14
